product_id,category,domain_name,tld,domain_age_days,rdap_age_score,dns_status,dns_redirect_hops,dns_health_score,tld_risk_score,composite_trust_score,risk_category,split
PRD-003562,food,buybest.biz,.biz,286,39.18,active,1,100,72,63.99,medium,val
PRD-003563,food,cromaretail.com,.com,1244,100.0,active,1,100,90,98.0,low,train
PRD-003564,food,cromaretail.com,.com,1836,100.0,active,1,100,90,98.0,low,train
PRD-003565,food,meesho.com,.com,1398,100.0,active,1,100,90,98.0,low,train
PRD-003566,food,nykaa.com,.com,3970,100.0,active,0,100,90,98.0,low,train
PRD-003567,food,flipkart.com,.com,3313,100.0,active,0,100,90,98.0,low,test
PRD-003568,food,myntra.com,.com,1579,100.0,active,1,100,90,98.0,low,train
PRD-003569,food,cultfit.com,.com,1576,100.0,active,0,100,90,98.0,low,train
PRD-003570,food,ajio.com,.com,724,99.18,active,0,100,90,97.59,low,val
PRD-003571,food,tatacliq.com,.com,1527,100.0,active,0,100,90,98.0,low,val
PRD-003572,food,shopindia.live,.live,297,40.68,active,1,100,62,62.74,medium,train
PRD-003573,food,suppl-cheap.gq,.gq,284,38.9,active,1,100,40,57.45,medium,val
PRD-003574,food,electronicszone.ml,.ml,77,10.55,partial,5,0,40,13.27,high,train
PRD-003575,food,bestprice99.tk,.tk,102,13.97,active,1,100,45,45.99,medium,train
PRD-003576,food,netmeds.com,.com,3127,100.0,active,1,100,90,98.0,low,train
PRD-003577,food,flipkart.com,.com,1466,100.0,active,0,100,90,98.0,low,train
PRD-003578,food,dealspoint.tech,.tech,153,20.96,active,0,100,80,56.48,medium,val
PRD-003579,food,mybrand.site,.site,222,30.41,active,2,50,65,43.21,medium,train
PRD-003580,food,reliancedigital.in,.in,2375,100.0,active,1,100,88,97.6,low,train
PRD-003581,food,cheapmeds.xyz,.xyz,117,16.03,active,1,100,50,48.01,medium,train
PRD-003582,food,discountshop.top,.top,139,19.04,active,1,100,52,49.92,medium,train
PRD-003583,food,cultfit.com,.com,1127,100.0,active,0,100,90,98.0,low,val
PRD-003584,food,ajio.com,.com,404,55.34,active,1,100,90,75.67,low,train
PRD-003585,food,topbrands.cf,.cf,65,8.9,partial,3,0,42,12.85,high,val
PRD-003586,food,purplle.com,.com,1450,100.0,active,0,100,90,98.0,low,train
PRD-003587,food,snapdeal.com,.com,2883,100.0,active,1,100,90,98.0,low,train
PRD-003588,food,netmeds.com,.com,3097,100.0,active,1,100,90,98.0,low,train
PRD-003589,food,shopkart-india.store,.store,165,22.6,active,1,100,82,57.7,medium,train
PRD-003590,food,meesho.com,.com,3797,100.0,active,0,100,90,98.0,low,train
PRD-003591,food,reliancedigital.in,.in,1898,100.0,active,0,100,88,97.6,low,train
PRD-003592,food,topdeals.co,.co,305,41.78,active,1,100,85,67.89,medium,val
PRD-003593,food,shopnow24.io,.io,74,10.14,active,1,100,85,52.07,medium,train
PRD-003594,food,originaldeal.cc,.cc,18,2.47,partial,5,0,55,12.23,high,train
PRD-003595,food,shopkart-india.store,.store,127,17.4,active,1,100,82,55.1,medium,train
PRD-003596,food,ajio.com,.com,831,100.0,active,1,100,90,98.0,low,train
PRD-003597,food,bestprice99.tk,.tk,366,50.14,active,2,50,45,49.07,medium,val
PRD-003598,food,cultfit.com,.com,3860,100.0,active,1,100,90,98.0,low,train
PRD-003599,food,healthkart.com,.com,2817,100.0,active,1,100,90,98.0,low,train
PRD-003600,food,amazon.in,.in,1170,100.0,active,0,100,88,97.6,low,train
PRD-003601,food,purplle.com,.com,373,51.1,active,0,100,90,73.55,low,train
PRD-003602,food,buybest.biz,.biz,219,30.0,active,1,100,72,59.4,medium,val
PRD-003603,food,buydirect.shop,.shop,92,12.6,active,1,100,82,52.7,medium,train
PRD-003604,food,megadiscount.ga,.ga,218,29.86,active,1,100,42,53.33,medium,val
PRD-003605,food,indiadeals.ws,.ws,53,7.26,partial,4,0,70,17.63,high,train
PRD-003606,food,tatacliq.com,.com,3811,100.0,active,0,100,90,98.0,low,train
PRD-003607,food,1mg.com,.com,1302,100.0,active,0,100,90,98.0,low,train
PRD-003608,food,tatacliq.com,.com,3085,100.0,active,1,100,90,98.0,low,val
PRD-003609,food,indiabuys.co,.co,335,45.89,active,1,100,85,69.95,medium,test
PRD-003610,food,bestprice99.tk,.tk,320,43.84,active,1,100,45,60.92,medium,train
PRD-003611,food,dealzone.info,.info,79,10.82,active,0,100,75,50.41,medium,train
PRD-003612,food,reliancedigital.in,.in,902,100.0,active,1,100,88,97.6,low,train
PRD-003613,food,amazon.in,.in,3641,100.0,active,1,100,88,97.6,low,val
PRD-003614,food,meesho.com,.com,861,100.0,active,1,100,90,98.0,low,test
PRD-003615,food,ajio.com,.com,1562,100.0,active,1,100,90,98.0,low,train
PRD-003616,food,purplle.com,.com,3600,100.0,active,0,100,90,98.0,low,train
PRD-003617,food,flipkart.com,.com,1098,100.0,active,1,100,90,98.0,low,test
PRD-003618,food,dealstoday.space,.space,273,37.4,active,2,50,60,45.7,medium,train
PRD-003619,food,brandshop.fun,.fun,361,49.45,active,1,100,55,65.73,medium,train
PRD-003620,food,brandshop.fun,.fun,339,46.44,active,1,100,55,64.22,medium,train
PRD-003621,food,meesho.com,.com,3676,100.0,active,1,100,90,98.0,low,train
PRD-003622,food,originaldeal.cc,.cc,118,16.16,redirect,4,0,55,19.08,high,train
PRD-003623,food,cheapmeds.xyz,.xyz,76,10.41,partial,4,0,50,15.21,high,train
PRD-003624,food,nykaa.com,.com,870,100.0,active,0,100,90,98.0,low,train
PRD-003625,food,priceburn.xyz,.xyz,285,39.04,active,2,50,50,44.52,medium,val
PRD-003626,food,flipkart.com,.com,3458,100.0,active,0,100,90,98.0,low,train
PRD-003627,food,ecommerce.shop,.shop,211,28.9,active,2,50,82,45.85,medium,train
PRD-003628,food,shopkart-india.store,.store,257,35.21,active,0,100,82,64.0,medium,train
PRD-003629,food,shopkart-india.store,.store,283,38.77,active,2,50,82,50.78,medium,train
PRD-003630,food,discountshop.top,.top,96,13.15,redirect,5,0,52,16.98,high,test
PRD-003631,food,buydirect.shop,.shop,95,13.01,active,1,100,82,52.91,medium,val
PRD-003632,food,cheapmeds.xyz,.xyz,24,3.29,partial,3,0,50,11.64,high,train
PRD-003633,food,snapdeal.com,.com,404,55.34,active,0,100,90,75.67,low,train
PRD-003634,food,snapdeal.com,.com,946,100.0,active,0,100,90,98.0,low,train
PRD-003635,food,electronicszone.ml,.ml,274,37.53,active,2,50,40,41.77,medium,train
PRD-003636,food,tatacliq.com,.com,390,53.42,active,1,100,90,74.71,low,train
PRD-003637,food,indiabuys.co,.co,151,20.68,active,1,100,85,57.34,medium,train
PRD-003638,food,amazon.in,.in,575,78.77,active,0,100,88,86.98,low,train
PRD-003639,food,shopfast.vip,.vip,457,62.6,active,2,50,50,56.3,medium,train
PRD-003640,food,cromaretail.com,.com,431,59.04,active,1,100,90,77.52,low,val
PRD-003641,food,cheapmeds.xyz,.xyz,470,64.38,active,2,50,50,57.19,medium,train
PRD-003642,food,reliancedigital.in,.in,3790,100.0,active,1,100,88,97.6,low,train
PRD-003643,food,buybest.biz,.biz,292,40.0,active,2,50,72,49.4,medium,test
PRD-003644,food,suppl-cheap.gq,.gq,169,23.15,active,1,100,40,49.58,medium,train
PRD-003645,food,1mg.com,.com,2347,100.0,active,0,100,90,98.0,low,train
PRD-003646,food,buynow365.store,.store,80,10.96,active,1,100,82,51.88,medium,test
PRD-003647,food,cheapmeds.xyz,.xyz,350,47.95,active,2,50,50,48.97,medium,train
PRD-003648,food,discountshop.top,.top,326,44.66,active,1,100,52,62.73,medium,test
PRD-003649,food,cromaretail.com,.com,3709,100.0,active,1,100,90,98.0,low,test
PRD-003650,food,purplle.com,.com,3870,100.0,active,1,100,90,98.0,low,train
PRD-003651,food,indiadeals.ws,.ws,115,15.75,active,1,100,70,51.88,medium,train
PRD-003652,food,meesho.com,.com,776,100.0,active,1,100,90,98.0,low,train
PRD-003653,food,shopindia.live,.live,65,8.9,active,0,100,62,46.85,medium,val
PRD-003654,food,buynow365.store,.store,150,20.55,active,2,50,82,41.67,medium,train
PRD-003655,food,megadiscount.ga,.ga,496,67.95,active,2,50,42,57.37,medium,train
PRD-003656,food,flipkart.com,.com,2252,100.0,active,0,100,90,98.0,low,train
PRD-003657,food,tatacliq.com,.com,1077,100.0,active,0,100,90,98.0,low,test
PRD-003658,food,brandshop.fun,.fun,363,49.73,active,2,50,55,50.86,medium,train
PRD-003659,food,brandshop.fun,.fun,491,67.26,active,2,50,55,59.63,medium,train
PRD-003660,food,reliancedigital.in,.in,3935,100.0,active,0,100,88,97.6,low,train
PRD-003661,food,purplle.com,.com,703,96.3,active,1,100,90,96.15,low,train
PRD-003662,food,topdeals.co,.co,242,33.15,active,0,100,85,63.58,medium,train
PRD-003663,food,electronicszone.ml,.ml,269,36.85,active,2,50,40,41.42,medium,train
PRD-003664,food,reliancedigital.in,.in,1221,100.0,active,0,100,88,97.6,low,test
PRD-003665,food,discountshop.top,.top,405,55.48,active,1,100,52,68.14,medium,val
PRD-003666,food,reliancedigital.in,.in,3020,100.0,active,0,100,88,97.6,low,train
PRD-003667,food,ecommerce.shop,.shop,239,32.74,active,0,100,82,62.77,medium,val
PRD-003668,food,discountshop.top,.top,240,32.88,active,2,50,52,41.84,medium,train
PRD-003669,food,flipkart.com,.com,2810,100.0,active,0,100,90,98.0,low,val
PRD-003670,food,indiadeals.ws,.ws,76,10.41,partial,4,0,70,19.21,high,train
PRD-003671,food,cheapmeds.xyz,.xyz,25,3.42,partial,2,0,50,11.71,high,val
PRD-003672,food,reliancedigital.in,.in,435,59.59,active,1,100,88,77.39,low,val
PRD-003673,food,reliancedigital.in,.in,2639,100.0,active,0,100,88,97.6,low,val
PRD-003674,food,flipkart.com,.com,1943,100.0,active,1,100,90,98.0,low,train
PRD-003675,food,brandshop.fun,.fun,10,1.37,partial,5,0,55,11.68,high,train
PRD-003676,food,topdeals.co,.co,105,14.38,active,1,100,85,54.19,medium,train
PRD-003677,food,buybest.biz,.biz,222,30.41,active,1,100,72,59.61,medium,test
PRD-003678,food,nykaa.com,.com,991,100.0,active,1,100,90,98.0,low,train
PRD-003679,food,flipkart.com,.com,1174,100.0,active,1,100,90,98.0,low,train
PRD-003680,food,shopindia.live,.live,252,34.52,active,0,100,62,59.66,medium,train
PRD-003681,food,meesho.com,.com,1176,100.0,active,1,100,90,98.0,low,train
PRD-003682,food,cromaretail.com,.com,2892,100.0,active,0,100,90,98.0,low,train
PRD-003683,food,brandshop.fun,.fun,204,27.95,active,1,100,55,54.97,medium,train
PRD-003684,food,dealstoday.space,.space,80,10.96,partial,3,0,60,17.48,high,train
PRD-003685,food,reliancedigital.in,.in,2909,100.0,active,0,100,88,97.6,low,val
PRD-003686,food,netmeds.com,.com,3021,100.0,active,0,100,90,98.0,low,test
PRD-003687,food,flipkart.com,.com,2147,100.0,active,0,100,90,98.0,low,train
PRD-003688,food,purplle.com,.com,2809,100.0,active,1,100,90,98.0,low,val
PRD-003689,food,reliancedigital.in,.in,1004,100.0,active,1,100,88,97.6,low,train
PRD-003690,food,tatacliq.com,.com,2178,100.0,active,1,100,90,98.0,low,train
PRD-003691,food,netmeds.com,.com,2478,100.0,active,1,100,90,98.0,low,train
PRD-003692,food,shopnow24.io,.io,326,44.66,active,2,50,85,54.33,medium,val
PRD-003693,food,tatacliq.com,.com,3096,100.0,active,1,100,90,98.0,low,train
PRD-003694,food,cromaretail.com,.com,1230,100.0,active,0,100,90,98.0,low,test
PRD-003695,food,cromaretail.com,.com,3483,100.0,active,0,100,90,98.0,low,val
PRD-003696,food,purplle.com,.com,1367,100.0,active,1,100,90,98.0,low,train
PRD-003697,food,dealstoday.space,.space,144,19.73,active,1,100,60,51.86,medium,train
PRD-003698,food,cheapmeds.xyz,.xyz,68,9.32,partial,5,0,50,14.66,high,train
PRD-003699,food,dealspoint.tech,.tech,142,19.45,active,1,100,80,55.73,medium,test
PRD-003700,food,cultfit.com,.com,1102,100.0,active,1,100,90,98.0,low,train
PRD-003701,food,amazon.in,.in,2683,100.0,active,1,100,88,97.6,low,train
PRD-003702,food,indiadeals.ws,.ws,189,25.89,active,2,50,70,41.95,medium,test
PRD-003703,food,healthkart.com,.com,2138,100.0,active,0,100,90,98.0,low,val
PRD-003704,food,reliancedigital.in,.in,2293,100.0,active,0,100,88,97.6,low,val
PRD-003705,food,meesho.com,.com,1882,100.0,active,0,100,90,98.0,low,val
PRD-003706,food,nykaa.com,.com,2667,100.0,active,0,100,90,98.0,low,train
PRD-003707,food,suppl-cheap.gq,.gq,365,50.0,active,2,50,40,48.0,medium,train
PRD-003708,food,nykaa.com,.com,3241,100.0,active,0,100,90,98.0,low,train
PRD-003709,food,dealstoday.space,.space,303,41.51,active,1,100,60,62.75,medium,train
PRD-003710,food,1mg.com,.com,3394,100.0,active,1,100,90,98.0,low,train
PRD-003711,food,buynow365.store,.store,108,14.79,active,0,100,82,53.8,medium,train
PRD-003712,food,indiabuys.co,.co,287,39.32,active,2,50,85,51.66,medium,train
PRD-003713,food,tatacliq.com,.com,3660,100.0,active,0,100,90,98.0,low,val
PRD-003714,food,mybrand.site,.site,296,40.55,active,2,50,65,48.27,medium,train
PRD-003715,food,shopindia.live,.live,156,21.37,active,0,100,62,53.08,medium,test
PRD-003716,food,meesho.com,.com,2765,100.0,active,0,100,90,98.0,low,val
PRD-003717,food,brandedgoods.club,.club,362,49.59,active,2,50,58,51.39,medium,train
PRD-003718,food,buynow365.store,.store,244,33.42,active,2,50,82,48.11,medium,train
PRD-003719,food,cultfit.com,.com,1717,100.0,active,0,100,90,98.0,low,train
PRD-003720,food,buynow365.store,.store,77,10.55,active,1,100,82,51.67,medium,train
PRD-003721,food,reliancedigital.in,.in,2947,100.0,active,1,100,88,97.6,low,train
PRD-003722,food,cultfit.com,.com,1143,100.0,active,0,100,90,98.0,low,train
PRD-003723,food,cromaretail.com,.com,2520,100.0,active,0,100,90,98.0,low,val
PRD-003724,food,megadiscount.ga,.ga,429,58.77,active,2,50,42,52.78,medium,train
PRD-003725,food,netmeds.com,.com,1031,100.0,active,0,100,90,98.0,low,train
PRD-003726,food,cultfit.com,.com,2456,100.0,active,0,100,90,98.0,low,train
PRD-003727,food,buybest.biz,.biz,68,9.32,active,1,100,72,49.06,medium,val
PRD-003728,food,shopkart-india.store,.store,70,9.59,active,0,100,82,51.19,medium,train
PRD-003729,food,nykaa.com,.com,3287,100.0,active,1,100,90,98.0,low,train
PRD-003730,food,shopnow24.io,.io,255,34.93,active,2,50,85,49.47,medium,train
PRD-003731,food,indiadeals.ws,.ws,30,4.11,partial,5,0,70,16.05,high,train
PRD-003732,food,reliancedigital.in,.in,1341,100.0,active,1,100,88,97.6,low,train
PRD-003733,food,snapdeal.com,.com,1986,100.0,active,0,100,90,98.0,low,train
PRD-003734,food,snapdeal.com,.com,3359,100.0,active,1,100,90,98.0,low,val
PRD-003735,food,flipkart.com,.com,2345,100.0,active,1,100,90,98.0,low,train
PRD-003736,food,topbrands.cf,.cf,300,41.1,active,2,50,42,43.95,medium,test
PRD-003737,food,healthkart.com,.com,606,83.01,active,0,100,90,89.51,low,train
PRD-003738,food,cromaretail.com,.com,2177,100.0,active,0,100,90,98.0,low,val
PRD-003739,food,purplle.com,.com,471,64.52,active,1,100,90,80.26,low,train
PRD-003740,food,meesho.com,.com,3601,100.0,active,0,100,90,98.0,low,test
PRD-003741,food,dealzone.info,.info,166,22.74,active,0,100,75,56.37,medium,train
PRD-003742,food,electronicszone.ml,.ml,107,14.66,partial,5,0,40,15.33,high,train
PRD-003743,food,shopnow24.io,.io,292,40.0,active,0,100,85,67.0,medium,train
PRD-003744,food,snapdeal.com,.com,438,60.0,active,1,100,90,78.0,low,train
PRD-003745,food,megadiscount.ga,.ga,118,16.16,active,1,100,42,46.48,medium,train
PRD-003746,food,cultfit.com,.com,1316,100.0,active,0,100,90,98.0,low,train
PRD-003747,food,indiadeals.ws,.ws,412,56.44,active,2,50,70,57.22,medium,train
PRD-003748,food,shopfast.vip,.vip,52,7.12,redirect,3,0,50,13.56,high,test
PRD-003749,food,megadiscount.ga,.ga,101,13.84,partial,2,0,42,15.32,high,test
PRD-003750,food,ajio.com,.com,3855,100.0,active,1,100,90,98.0,low,train
PRD-003751,food,shopfast.vip,.vip,112,15.34,partial,3,0,50,17.67,high,train
PRD-003752,food,nykaa.com,.com,3013,100.0,active,1,100,90,98.0,low,train
PRD-003753,food,priceburn.xyz,.xyz,310,42.47,active,1,100,50,61.23,medium,train
PRD-003754,food,fastdeal.pw,.pw,109,14.93,active,1,100,42,45.87,medium,train
PRD-003755,food,megadiscount.ga,.ga,113,15.48,partial,3,0,42,16.14,high,val
PRD-003756,food,brandedgoods.club,.club,187,25.62,active,1,100,58,54.41,medium,train
PRD-003757,food,fastdeal.pw,.pw,95,13.01,partial,5,0,42,14.91,high,train
PRD-003758,food,fastdeal.pw,.pw,296,40.55,active,2,50,42,43.67,medium,train
PRD-003759,food,topdeals.co,.co,85,11.64,active,0,100,85,52.82,medium,train
PRD-003760,food,megadiscount.ga,.ga,353,48.36,active,1,100,42,62.58,medium,val
PRD-003761,food,myshopindia.online,.online,245,33.56,active,0,100,80,62.78,medium,train
PRD-003762,food,originaldeal.cc,.cc,61,8.36,redirect,3,0,55,15.18,high,train
PRD-003763,food,indiadeals.ws,.ws,36,4.93,redirect,5,0,70,16.47,high,train
PRD-003764,food,shopfast.vip,.vip,109,14.93,redirect,2,0,50,17.47,high,train
PRD-003765,food,mybrand.site,.site,101,13.84,active,0,100,65,49.92,medium,train
PRD-003766,food,reliancedigital.in,.in,2052,100.0,active,0,100,88,97.6,low,val
PRD-003767,food,megadiscount.ga,.ga,25,3.42,redirect,2,0,42,10.11,high,train
PRD-003768,food,suppl-cheap.gq,.gq,91,12.47,redirect,4,0,40,14.23,high,train
PRD-003769,food,indiadeals.ws,.ws,165,22.6,active,1,100,70,55.3,medium,test
PRD-003770,food,flipkart.com,.com,1770,100.0,active,0,100,90,98.0,low,train
PRD-003771,food,bestbuys.digital,.digital,300,41.1,active,2,50,78,51.15,medium,test
PRD-003772,food,discountshop.top,.top,73,10.0,partial,2,0,52,15.4,high,train
PRD-003773,food,ajio.com,.com,1918,100.0,active,1,100,90,98.0,low,train
PRD-003774,food,cromaretail.com,.com,1195,100.0,active,1,100,90,98.0,low,train
PRD-003775,food,priceburn.xyz,.xyz,74,10.14,partial,5,0,50,15.07,high,test
PRD-003776,food,netmeds.com,.com,1765,100.0,active,1,100,90,98.0,low,val
PRD-003777,food,tatacliq.com,.com,1111,100.0,active,1,100,90,98.0,low,test
PRD-003778,food,originaldeal.cc,.cc,94,12.88,redirect,5,0,55,17.44,high,train
PRD-003779,food,electronicszone.ml,.ml,113,15.48,redirect,4,0,40,15.74,high,train
PRD-003780,food,topbrands.cf,.cf,261,35.75,active,2,50,42,41.28,medium,val
PRD-003781,food,originaldeal.cc,.cc,11,1.51,partial,2,0,55,11.75,high,train
PRD-003782,food,indiadeals.ws,.ws,337,46.16,active,1,100,70,67.08,medium,train
PRD-003783,food,dealstoday.space,.space,25,3.42,redirect,5,0,60,13.71,high,test
PRD-003784,food,mybrand.site,.site,113,15.48,active,0,100,65,50.74,medium,train
PRD-003785,food,brandshop.io,.io,330,45.21,active,1,100,85,69.6,medium,train
PRD-003786,food,dealstoday.space,.space,159,21.78,active,1,100,60,52.89,medium,train
PRD-003787,food,indiabuys.co,.co,214,29.32,active,2,50,85,46.66,medium,train
PRD-003788,food,snapdeal.com,.com,3810,100.0,active,1,100,90,98.0,low,val
PRD-003789,food,originaldeal.cc,.cc,106,14.52,partial,4,0,55,18.26,high,val
PRD-003790,food,suppl-cheap.gq,.gq,71,9.73,partial,5,0,40,12.86,high,train
PRD-003791,food,cheapmeds.xyz,.xyz,56,7.67,partial,2,0,50,13.84,high,train
PRD-003792,food,dealzone.info,.info,74,10.14,active,0,100,75,50.07,medium,train
PRD-003793,food,priceburn.xyz,.xyz,84,11.51,redirect,5,0,50,15.75,high,train
PRD-003794,food,indiadeals.ws,.ws,122,16.71,active,1,100,70,52.36,medium,train
PRD-003795,food,buydirect.shop,.shop,250,34.25,active,1,100,82,63.52,medium,train
PRD-003796,food,discountshop.top,.top,38,5.21,partial,5,0,52,13.0,high,train
PRD-003797,food,shopnow24.io,.io,159,21.78,active,1,100,85,57.89,medium,train
PRD-003798,food,mybrand.site,.site,246,33.7,active,2,50,65,44.85,medium,train
PRD-003799,food,dealzone.info,.info,215,29.45,active,0,100,75,59.73,medium,test
PRD-003800,food,topbrands.cf,.cf,302,41.37,active,2,50,42,44.08,medium,train
PRD-003801,food,1mg.com,.com,1776,100.0,active,1,100,90,98.0,low,train
PRD-003802,food,brandedgoods.club,.club,30,4.11,partial,2,0,58,13.65,high,train
PRD-003803,food,indiadeals.ws,.ws,23,3.15,partial,4,0,70,15.58,high,test
PRD-003804,food,priceburn.xyz,.xyz,6,0.82,partial,4,0,50,10.41,high,train
PRD-003805,food,suppl-cheap.gq,.gq,116,15.89,partial,3,0,40,15.95,high,val
PRD-003806,food,fastdeal.pw,.pw,33,4.52,redirect,2,0,42,10.66,high,train
PRD-003807,food,fastdeal.pw,.pw,47,6.44,partial,3,0,42,11.62,high,val
PRD-003808,food,bestbuys.digital,.digital,66,9.04,active,1,100,78,50.12,medium,train
PRD-003809,food,cheapmeds.xyz,.xyz,101,13.84,redirect,5,0,50,16.92,high,train
PRD-003810,food,suppl-cheap.gq,.gq,213,29.18,active,1,100,40,52.59,medium,test
PRD-003811,food,topdeals.co,.co,254,34.79,active,1,100,85,64.4,medium,train
PRD-003812,food,cheapmeds.xyz,.xyz,74,10.14,partial,2,0,50,15.07,high,train
PRD-003813,food,indiadeals.ws,.ws,51,6.99,partial,4,0,70,17.49,high,train
PRD-003814,food,topbrands.cf,.cf,67,9.18,redirect,3,0,42,12.99,high,val
PRD-003815,food,suppl-cheap.gq,.gq,56,7.67,partial,2,0,40,11.84,high,train
PRD-003816,food,indiadeals.ws,.ws,112,15.34,redirect,2,0,70,21.67,high,val
PRD-003817,food,amazon.in,.in,1608,100.0,active,1,100,88,97.6,low,val
PRD-003818,food,dealzone.info,.info,268,36.71,active,1,100,75,63.36,medium,train
PRD-003819,food,shopfast.vip,.vip,400,54.79,active,2,50,50,52.4,medium,val
PRD-003820,food,priceburn.xyz,.xyz,14,1.92,redirect,3,0,50,10.96,high,test
PRD-003821,food,fastdeal.pw,.pw,309,42.33,active,1,100,42,59.56,medium,train
PRD-003822,food,discountshop.top,.top,35,4.79,redirect,3,0,52,12.8,high,train
PRD-003823,food,indiadeals.ws,.ws,69,9.45,partial,3,0,70,18.73,high,val
PRD-003824,food,indiadeals.ws,.ws,204,27.95,active,2,50,70,42.97,medium,train
PRD-003825,food,dealstoday.space,.space,92,12.6,partial,5,0,60,18.3,high,train
PRD-003826,food,buydirect.shop,.shop,196,26.85,active,1,100,82,59.82,medium,train
PRD-003827,food,buydirect.shop,.shop,82,11.23,active,0,100,82,52.02,medium,train
PRD-003828,food,suppl-cheap.gq,.gq,89,12.19,redirect,2,0,40,14.1,high,train
PRD-003829,food,priceburn.xyz,.xyz,79,10.82,partial,5,0,50,15.41,high,train
PRD-003830,food,buynow365.store,.store,220,30.14,active,0,100,82,61.47,medium,val
PRD-003831,food,discountshop.top,.top,498,68.22,active,2,50,52,59.51,medium,train
PRD-003832,food,myshopindia.online,.online,291,39.86,active,2,50,80,50.93,medium,train
PRD-003833,food,topbrands.cf,.cf,280,38.36,active,1,100,42,57.58,medium,train
PRD-003834,food,ecommerce.shop,.shop,237,32.47,active,1,100,82,62.63,medium,train
PRD-003835,food,shopfast.vip,.vip,115,15.75,partial,5,0,50,17.88,high,test
PRD-003836,food,buybest.biz,.biz,138,18.9,active,0,100,72,53.85,medium,test
PRD-003837,food,myshopindia.online,.online,291,39.86,active,2,50,80,50.93,medium,val
PRD-003838,food,buynow365.store,.store,277,37.95,active,1,100,82,65.37,medium,test
PRD-003839,food,bestprice99.tk,.tk,49,6.71,redirect,2,0,45,12.36,high,train
PRD-003840,food,topdeals.co,.co,246,33.7,active,0,100,85,63.85,medium,train
PRD-003841,food,originaldeal.cc,.cc,15,2.05,redirect,2,0,55,12.03,high,train
PRD-003842,food,buydirect.shop,.shop,318,43.56,active,2,50,82,53.18,medium,train
PRD-003843,food,originaldeal.cc,.cc,105,14.38,redirect,5,0,55,18.19,high,train
PRD-003844,food,cromaretail.com,.com,2321,100.0,active,0,100,90,98.0,low,train
PRD-003845,food,1mg.com,.com,1395,100.0,active,1,100,90,98.0,low,val
PRD-003846,food,discountshop.top,.top,339,46.44,active,1,100,52,63.62,medium,test
PRD-003847,food,buydirect.shop,.shop,217,29.73,active,1,100,82,61.26,medium,train
PRD-003848,food,dealspoint.tech,.tech,216,29.59,active,0,100,80,60.79,medium,train
PRD-003849,food,cheapmeds.xyz,.xyz,213,29.18,active,1,100,50,54.59,medium,train
PRD-003850,food,indiadeals.ws,.ws,87,11.92,redirect,3,0,70,19.96,high,train
PRD-003851,food,fastdeal.pw,.pw,107,14.66,partial,2,0,42,15.73,high,train
PRD-003852,food,originaldeal.cc,.cc,44,6.03,redirect,2,0,55,14.01,high,test
PRD-003853,food,topbrands.cf,.cf,411,56.3,active,2,50,42,51.55,medium,test
PRD-003854,food,shopnow24.io,.io,217,29.73,active,1,100,85,61.86,medium,val
PRD-003855,food,buydirect.shop,.shop,338,46.3,active,2,50,82,54.55,medium,test
PRD-003856,food,shopfast.vip,.vip,440,60.27,active,2,50,50,55.14,medium,train
PRD-003857,food,topbrands.cf,.cf,96,13.15,redirect,2,0,42,14.98,high,test
PRD-003858,food,originaldeal.cc,.cc,101,13.84,redirect,5,0,55,17.92,high,train
PRD-003859,food,shopfast.vip,.vip,38,5.21,partial,2,0,50,12.6,high,train
PRD-003860,food,1mg.com,.com,555,76.03,active,1,100,90,86.01,low,val
PRD-003861,food,bestprice99.tk,.tk,273,37.4,active,1,100,45,57.7,medium,train
PRD-003862,food,purplle.com,.com,2240,100.0,active,1,100,90,98.0,low,val
PRD-003863,food,flipkart.com,.com,3022,100.0,active,1,100,90,98.0,low,train
PRD-003864,food,buynow365.store,.store,286,39.18,active,1,100,82,65.99,medium,val
PRD-003865,food,brandshop.fun,.fun,101,13.84,active,1,100,55,47.92,medium,train
PRD-003866,food,shopfast.vip,.vip,102,13.97,redirect,2,0,50,16.99,high,train
PRD-003867,food,mybrand.site,.site,300,41.1,active,0,100,65,63.55,medium,train
PRD-003868,food,cromaretail.com,.com,381,52.19,active,1,100,90,74.1,low,train
PRD-003869,food,amazon.in,.in,3927,100.0,active,0,100,88,97.6,low,train
PRD-003870,food,originaldeal.cc,.cc,47,6.44,redirect,5,0,55,14.22,high,train
PRD-003871,food,dealstoday.space,.space,32,4.38,partial,5,0,60,14.19,high,train
PRD-003872,food,snapdeal.com,.com,3119,100.0,active,0,100,90,98.0,low,train
PRD-003873,food,shopnow24.io,.io,278,38.08,active,1,100,85,66.04,medium,train
PRD-003874,food,indiadeals.ws,.ws,11,1.51,partial,4,0,70,14.75,high,train
PRD-003875,food,cheapmeds.xyz,.xyz,91,12.47,redirect,5,0,50,16.23,high,val
PRD-003876,food,purplle.com,.com,1912,100.0,active,0,100,90,98.0,low,train
PRD-003877,food,suppl-cheap.gq,.gq,420,57.53,active,2,50,40,51.77,medium,train
PRD-003878,food,reliancedigital.in,.in,2300,100.0,active,0,100,88,97.6,low,train
PRD-003879,food,topdeals.co,.co,170,23.29,active,0,100,85,58.64,medium,train
PRD-003880,food,suppl-cheap.gq,.gq,28,3.84,partial,2,0,40,9.92,high,train
PRD-003881,food,myntra.com,.com,2011,100.0,active,1,100,90,98.0,low,train
