product_id,category,product_name,seller_name,seller_verified,seller_rating,listing_age_days,price_inr,category_median_price,price_z_score,img_reverse_match_rate,criteria_met,authenticity_label,split
PRD-003890,food,Aashirvaad Whole Wheat Flour 10kg,topbrand_cheap,0,3.3,70,75.2,350,-2.617,0.52,4,suspicious,train
PRD-003891,food,Aashirvaad Whole Wheat Flour 10kg,store_24x7_india,0,3.3,14,2439.94,350,19.904,0.459,4,suspicious,test
PRD-003892,food,Eastern Chicken Masala 50g,super_low_price123,1,3.3,126,174.59,350,-1.671,0.498,0,suspicious,test
PRD-003893,food,Mother Dairy Milk Powder 500g,store_24x7_india,0,2.8,109,81.68,350,-2.555,0.465,2,suspicious,val
PRD-003894,food,Tata Salt Lite Low Sodium 1kg,trusted_seller_001,0,3.5,61,71.74,350,-2.65,0.21,5,suspicious,train
PRD-003895,food,Fortune Chana Dal 1kg,premium_products_in,1,4.2,248,82.64,350,-2.546,0.542,2,suspicious,train
PRD-003896,food,Tata Sampann Moong Dal 1kg,online_bargains_in,0,2.7,373,2037.55,350,16.072,0.108,3,suspicious,val
PRD-003897,food,Fortune Chana Dal 1kg,shoppingkart_2024,1,3.1,41,98.15,350,-2.399,0.458,2,suspicious,test
PRD-003898,food,Fortune Sunflower Oil 5L,trusted_seller_001,0,3.7,330,76.59,350,-2.604,0.416,3,suspicious,val
PRD-003899,food,Himalaya Pink Salt 1kg,buy_direct_savings,0,3.2,271,1213.18,350,8.221,0.273,3,suspicious,test
PRD-003900,food,Patanjali Desi Ghee 1kg,cheap_products_bro,0,3.3,298,123.57,350,-2.156,0.162,3,suspicious,train
PRD-003901,food,24 Mantra Organic Basmati Rice 5kg,best_deals_india99,0,2.3,79,1886.2,350,14.63,0.565,3,suspicious,train
PRD-003902,food,MDH Deggi Mirch Powder 100g,mega_sale_store99,0,3.6,215,2031.06,350,16.01,0.55,2,suspicious,train
PRD-003903,food,Britannia Good Day Cookies 600g,super_low_price123,0,3.8,278,164.08,350,-1.771,0.183,2,suspicious,train
PRD-003904,food,Everest Garam Masala 100g,best_price_hub,0,3.2,185,1544.42,350,11.375,0.596,3,suspicious,train
PRD-003905,food,Tata Salt Lite Low Sodium 1kg,original_only_india,0,2.6,114,95.31,350,-2.426,0.228,3,suspicious,train
PRD-003906,food,Knorr Soupy Noodles 66g,discount_wala_store,0,3.2,193,1261.87,350,8.684,0.443,3,suspicious,train
PRD-003907,food,Knorr Soupy Noodles 66g,store_24x7_india,0,4.3,41,119.91,350,-2.191,0.327,4,suspicious,train
PRD-003908,food,Haldiram's Soan Papdi 250g,flashsale_hub,0,3.0,340,1769.57,350,13.52,0.234,3,suspicious,train
PRD-003909,food,Fortune Chana Dal 1kg,shoppingkart_2024,0,3.9,190,1008.08,350,6.267,0.546,2,suspicious,train
PRD-003910,food,Knorr Soupy Noodles 66g,mega_sale_store99,0,3.9,8,2369.14,350,19.23,0.384,5,suspicious,train
PRD-003911,food,Dawat Rozana Basmati Rice 5kg,best_price_hub,0,3.8,357,149.56,350,-1.909,0.296,3,suspicious,train
PRD-003912,food,Brooke Bond Red Label Tea 500g,daily_deals_365,0,3.9,304,136.93,350,-2.029,0.52,1,suspicious,val
PRD-003913,food,Haldiram's Soan Papdi 250g,trusted_seller_001,0,3.1,305,956.0,350,5.771,0.602,3,suspicious,train
PRD-003914,food,Haldiram's Soan Papdi 250g,buy_direct_savings,0,3.0,90,58.45,350,-2.777,0.405,2,suspicious,train
PRD-003915,food,Bru Gold Instant Coffee 100g,super_low_price123,0,2.7,215,1885.32,350,14.622,0.508,2,suspicious,train
PRD-003916,food,Tetley Green Tea Lemon 50bags,best_price_hub,0,3.1,176,106.76,350,-2.317,0.613,1,suspicious,val
PRD-003917,food,India Gate Classic Basmati Rice 5kg,trusted_seller_001,0,2.4,294,62.9,350,-2.734,0.579,2,suspicious,test
PRD-003918,food,Haldiram's Soan Papdi 250g,shoppingkart_2024,0,2.3,267,2051.45,350,16.204,0.263,4,suspicious,train
PRD-003919,food,24 Mantra Organic Basmati Rice 5kg,online_bargains_in,0,3.7,120,1507.14,350,11.02,0.462,2,suspicious,train
PRD-003920,food,Saffola Gold Refined Oil 2L,best_price_hub,0,3.2,101,81.55,350,-2.557,0.164,4,suspicious,test
PRD-003921,food,Dawat Rozana Basmati Rice 5kg,store_24x7_india,0,2.8,352,115.0,350,-2.238,0.43,1,suspicious,test
PRD-003922,food,Tata Salt Lite Low Sodium 1kg,shoppingkart_2024,0,4.3,397,1631.49,350,12.205,0.144,3,suspicious,train
PRD-003923,food,Dawat Rozana Basmati Rice 5kg,flashsale_hub,0,3.7,63,56.63,350,-2.794,0.438,3,suspicious,val
PRD-003924,food,Bru Gold Instant Coffee 100g,daily_deals_365,0,3.4,392,2075.46,350,16.433,0.56,3,suspicious,train
PRD-003925,food,Haldiram's Soan Papdi 250g,ecomm_deals_india,0,3.4,367,2326.48,350,18.824,0.49,3,suspicious,train
PRD-003926,food,Everest Garam Masala 100g,store_24x7_india,0,3.7,207,164.1,350,-1.77,0.563,2,suspicious,train
PRD-003927,food,Organic India Tulsi Green Tea 25bags,mega_sale_store99,0,3.9,137,102.23,350,-2.36,0.59,2,suspicious,train
PRD-003928,food,Tetley Green Tea Lemon 50bags,best_deals_india99,1,4.3,300,131.11,350,-2.085,0.198,2,suspicious,val
PRD-003929,food,Britannia Good Day Cookies 600g,topbrand_cheap,0,3.0,152,100.55,350,-2.376,0.186,3,suspicious,train
PRD-003930,food,Tata Salt Lite Low Sodium 1kg,topbrand_cheap,0,2.4,170,1582.19,350,11.735,0.543,2,suspicious,train
PRD-003931,food,Eastern Chicken Masala 50g,buy_direct_savings,0,2.1,181,54.72,350,-2.812,0.1,3,suspicious,train
PRD-003932,food,Aashirvaad Whole Wheat Flour 10kg,premium_products_in,1,3.4,143,61.25,350,-2.75,0.555,1,suspicious,train
PRD-003933,food,Saffola Gold Refined Oil 2L,best_deals_india99,0,4.5,379,1394.24,350,9.945,0.292,4,suspicious,train
PRD-003934,food,Himalaya Pink Salt 1kg,buy_direct_savings,0,3.3,58,85.99,350,-2.514,0.579,3,suspicious,train
PRD-003935,food,Organic India Tulsi Green Tea 25bags,mega_sale_store99,0,3.5,271,98.7,350,-2.393,0.404,2,suspicious,train
PRD-003936,food,Brooke Bond Red Label Tea 500g,buy_direct_savings,0,4.3,196,146.47,350,-1.938,0.123,3,suspicious,train
PRD-003937,food,Amul Ghee Pure 1kg,online_bargains_in,0,2.9,359,119.77,350,-2.193,0.317,2,suspicious,train
PRD-003938,food,Saffola Gold Refined Oil 2L,daily_deals_365,0,4.0,326,921.96,350,5.447,0.295,3,suspicious,val
PRD-003939,food,Fortune Chana Dal 1kg,best_price_hub,0,2.4,24,51.76,350,-2.84,0.494,3,suspicious,train
PRD-003940,food,Eastern Chicken Masala 50g,quickbuy_india,0,4.1,266,155.28,350,-1.854,0.327,2,suspicious,train
PRD-003941,food,Tetley Green Tea Lemon 50bags,mega_sale_store99,0,2.1,245,599.65,350,2.378,0.34,2,suspicious,train
PRD-003942,food,24 Mantra Organic Basmati Rice 5kg,shoppingkart_2024,0,4.1,30,69.44,350,-2.672,0.205,5,suspicious,test
PRD-003943,food,Nendran Banana Chips 400g,quickbuy_india,0,4.4,70,68.57,350,-2.68,0.456,3,suspicious,val
PRD-003944,food,Fortune Sunflower Oil 5L,discount_wala_store,0,2.8,34,105.73,350,-2.326,0.189,3,suspicious,val
PRD-003945,food,Knorr Soupy Noodles 66g,shoppingkart_2024,0,2.8,278,1853.23,350,14.316,0.216,3,suspicious,train
PRD-003946,food,Aashirvaad Whole Wheat Flour 10kg,quickbuy_india,0,3.5,149,157.31,350,-1.835,0.378,2,suspicious,test
PRD-003947,food,Fortune Chana Dal 1kg,discount_wala_store,0,3.0,42,729.44,350,3.614,0.22,4,suspicious,train
PRD-003948,food,Nendran Banana Chips 400g,cheap_products_bro,0,3.4,109,95.78,350,-2.421,0.329,2,suspicious,test
PRD-003949,food,Tata Tea Premium 500g,quickbuy_india,1,4.1,321,1182.61,350,7.93,0.226,2,suspicious,train
PRD-003950,food,Eastern Chicken Masala 50g,best_deals_india99,0,2.3,263,100.23,350,-2.379,0.181,2,suspicious,train
PRD-003951,food,Patanjali Desi Ghee 1kg,premium_products_in,0,2.6,142,58.15,350,-2.78,0.203,4,suspicious,train
PRD-003952,food,Knorr Soupy Noodles 66g,quickbuy_india,0,2.7,356,99.16,350,-2.389,0.36,3,suspicious,train
PRD-003953,food,Maggi Masala Noodles 12pk,daily_deals_365,0,4.5,365,147.42,350,-1.929,0.128,2,suspicious,test
PRD-003954,food,Britannia Good Day Cookies 600g,super_low_price123,0,3.6,210,820.36,350,4.48,0.59,3,suspicious,test
PRD-003955,food,Tata Tea Premium 500g,daily_deals_365,1,3.9,369,164.71,350,-1.765,0.132,2,suspicious,train
PRD-003956,food,Organic India Tulsi Green Tea 25bags,topbrand_cheap,0,3.5,197,1586.62,350,11.777,0.263,3,suspicious,train
PRD-003957,food,Fortune Chana Dal 1kg,ecomm_deals_india,0,4.3,304,98.37,350,-2.396,0.627,1,suspicious,test
PRD-003958,food,Everest Garam Masala 100g,offer_zone_india,1,3.9,39,156.11,350,-1.847,0.28,3,suspicious,train
PRD-003959,food,Fortune Sunflower Oil 5L,buy_direct_savings,0,2.2,57,1350.25,350,9.526,0.237,5,suspicious,train
PRD-003960,food,Bru Gold Instant Coffee 100g,best_deals_india99,0,3.8,56,1577.72,350,11.693,0.599,3,suspicious,train
PRD-003961,food,India Gate Classic Basmati Rice 5kg,mega_sale_store99,0,4.1,256,1746.93,350,13.304,0.212,3,suspicious,test
PRD-003962,food,Patanjali Desi Ghee 1kg,super_low_price123,0,2.6,276,170.29,350,-1.712,0.455,1,suspicious,train
PRD-003963,food,Nendran Banana Chips 400g,topbrand_cheap,1,4.4,381,1206.67,350,8.159,0.551,2,suspicious,train
PRD-003964,food,Nendran Banana Chips 400g,offer_zone_india,0,3.0,346,111.8,350,-2.269,0.62,1,suspicious,train
PRD-003965,food,Catch Biryani Masala 100g,ecomm_deals_india,1,4.1,393,1548.37,350,11.413,0.38,3,suspicious,val
PRD-003966,food,Bru Gold Instant Coffee 100g,premium_products_in,1,3.0,59,54.31,350,-2.816,0.585,3,suspicious,train
PRD-003967,food,Catch Biryani Masala 100g,cheap_products_bro,0,3.1,202,151.63,350,-1.889,0.138,2,suspicious,train
PRD-003968,food,Mother Dairy Milk Powder 500g,buy_direct_savings,1,4.4,382,83.94,350,-2.534,0.398,2,suspicious,test
PRD-003969,food,Nescafe Classic Coffee 100g,super_low_price123,0,4.3,158,117.05,350,-2.219,0.315,2,suspicious,test
PRD-003970,food,Nescafe Classic Coffee 100g,best_price_hub,0,3.4,290,54.85,350,-2.811,0.184,4,suspicious,val
PRD-003971,food,Fortune Chana Dal 1kg,flashsale_hub,0,2.8,215,1155.4,350,7.67,0.45,2,suspicious,train
PRD-003972,food,Amul Ghee Pure 1kg,best_deals_india99,0,4.2,251,61.86,350,-2.744,0.158,4,suspicious,train
PRD-003973,food,India Gate Classic Basmati Rice 5kg,discount_wala_store,0,4.2,7,2342.1,350,18.972,0.125,4,suspicious,train
PRD-003974,food,Nescafe Classic Coffee 100g,mega_sale_store99,0,4.0,373,112.02,350,-2.266,0.435,2,suspicious,train
PRD-003975,food,Knorr Soupy Noodles 66g,premium_products_in,0,4.1,232,64.14,350,-2.722,0.535,2,suspicious,train
PRD-003976,food,Aashirvaad Whole Wheat Flour 10kg,original_only_india,0,2.7,352,130.22,350,-2.093,0.624,2,suspicious,train
PRD-003977,food,Tetley Green Tea Lemon 50bags,quickbuy_india,0,4.0,241,126.4,350,-2.13,0.21,2,suspicious,train
PRD-003978,food,Dawat Rozana Basmati Rice 5kg,shoppingkart_2024,0,2.4,21,52.71,350,-2.831,0.197,4,suspicious,train
PRD-003979,food,Himalaya Pink Salt 1kg,best_price_hub,0,2.6,88,1680.81,350,12.674,0.116,4,suspicious,train
PRD-003980,food,Parle-G Glucose Biscuits 800g,topbrand_cheap,0,2.8,68,140.54,350,-1.995,0.192,3,suspicious,train
PRD-003981,food,Nescafe Classic Coffee 100g,cheap_products_bro,0,2.4,69,59.73,350,-2.764,0.444,3,suspicious,train
PRD-003982,food,MDH Deggi Mirch Powder 100g,mega_sale_store99,0,3.8,30,79.3,350,-2.578,0.354,4,suspicious,train
PRD-003983,food,Brooke Bond Red Label Tea 500g,super_low_price123,0,3.8,273,894.49,350,5.186,0.48,2,suspicious,train
PRD-003984,food,MTR Gulab Jamun Mix 200g,cheap_products_bro,0,3.4,268,77.49,350,-2.595,0.448,2,suspicious,val
PRD-003985,food,Nescafe Classic Coffee 100g,flashsale_hub,0,4.3,115,117.07,350,-2.218,0.583,1,suspicious,val
PRD-003986,food,Tata Tea Premium 500g,cheap_products_bro,0,3.1,89,168.7,350,-1.727,0.619,2,suspicious,train
PRD-003987,food,Knorr Soupy Noodles 66g,original_only_india,0,3.3,358,1854.98,350,14.333,0.213,4,suspicious,train
PRD-003988,food,Tata Tea Premium 500g,online_bargains_in,0,4.0,157,1963.03,350,15.362,0.348,3,suspicious,train
PRD-003989,food,Tetley Green Tea Lemon 50bags,quickbuy_india,1,4.0,331,142.38,350,-1.977,0.112,2,suspicious,train
PRD-003990,food,Tata Sampann Moong Dal 1kg,online_bargains_in,0,4.4,236,84.04,350,-2.533,0.144,3,suspicious,test
PRD-003991,food,Catch Biryani Masala 100g,shoppingkart_2024,0,3.0,187,1581.81,350,11.732,0.21,4,suspicious,val
PRD-003992,food,Parle-G Glucose Biscuits 800g,original_only_india,0,3.0,66,971.25,350,5.917,0.529,4,suspicious,train
PRD-003993,food,Dawat Rozana Basmati Rice 5kg,topbrand_cheap,0,2.7,376,160.17,350,-1.808,0.539,1,suspicious,train
PRD-003994,food,Tetley Green Tea Lemon 50bags,store_24x7_india,0,3.9,242,103.26,350,-2.35,0.194,2,suspicious,test
PRD-003995,food,Himalaya Pink Salt 1kg,original_only_india,0,2.1,155,1412.84,350,10.122,0.448,2,suspicious,train
PRD-003996,food,Nendran Banana Chips 400g,discount_wala_store,0,3.0,59,95.97,350,-2.419,0.488,2,suspicious,train
PRD-003997,food,Everest Garam Masala 100g,quickbuy_india,0,2.2,19,114.43,350,-2.244,0.568,3,suspicious,train
PRD-003998,food,Knorr Soupy Noodles 66g,buy_direct_savings,0,2.1,387,76.28,350,-2.607,0.335,3,suspicious,train
PRD-003999,food,Fortune Chana Dal 1kg,online_bargains_in,0,2.5,103,857.26,350,4.831,0.108,4,suspicious,train
PRD-004000,food,Bru Gold Instant Coffee 100g,flashsale_hub,1,2.2,5,165.33,350,-1.759,0.136,2,suspicious,train
PRD-004001,food,Maggi Masala Noodles 12pk,online_bargains_in,0,3.4,175,2018.77,350,15.893,0.11,4,suspicious,train
PRD-004002,food,Dawat Rozana Basmati Rice 5kg,daily_deals_365,0,3.9,190,103.85,350,-2.344,0.467,1,suspicious,train
PRD-004003,food,Amul Ghee Pure 1kg,topbrand_cheap,1,3.1,295,593.74,350,2.321,0.58,0,suspicious,train
PRD-004004,food,MTR Gulab Jamun Mix 200g,buy_now_india_2023,1,2.9,51,157.06,350,-1.838,0.201,3,suspicious,test
PRD-004005,food,MDH Deggi Mirch Powder 100g,trusted_seller_001,0,2.9,135,80.11,350,-2.57,0.151,4,suspicious,train
PRD-004006,food,Fortune Chana Dal 1kg,ecomm_deals_india,0,3.9,371,83.57,350,-2.537,0.292,4,suspicious,train
PRD-004007,food,Brooke Bond Red Label Tea 500g,ecomm_deals_india,0,2.0,16,1334.6,350,9.377,0.251,5,suspicious,train
PRD-004008,food,Brooke Bond Red Label Tea 500g,premium_products_in,1,3.5,226,2315.62,350,18.72,0.162,3,suspicious,train
PRD-004009,food,Mother Dairy Milk Powder 500g,topbrand_cheap,0,4.3,38,133.9,350,-2.058,0.555,3,suspicious,val
PRD-004010,food,MDH Deggi Mirch Powder 100g,ecomm_deals_india,0,2.3,246,2464.75,350,20.14,0.382,3,suspicious,val
PRD-004011,food,24 Mantra Organic Basmati Rice 5kg,best_price_hub,0,2.9,328,103.15,350,-2.351,0.532,1,suspicious,train
PRD-004012,food,Tata Tea Premium 500g,best_price_hub,0,3.4,385,135.18,350,-2.046,0.165,3,suspicious,train
PRD-004013,food,Fortune Sunflower Oil 5L,offer_zone_india,0,2.6,351,71.6,350,-2.651,0.377,3,suspicious,train
PRD-004014,food,Tata Salt Lite Low Sodium 1kg,discount_wala_store,0,3.8,40,171.51,350,-1.7,0.638,3,suspicious,train
PRD-004015,food,Organic India Tulsi Green Tea 25bags,mega_sale_store99,0,3.4,314,121.29,350,-2.178,0.591,1,suspicious,train
PRD-004016,food,Fortune Chana Dal 1kg,original_only_india,0,4.4,312,57.73,350,-2.784,0.235,3,suspicious,test
PRD-004017,food,Amul Ghee Pure 1kg,best_deals_india99,0,4.5,166,124.7,350,-2.146,0.137,2,suspicious,test
PRD-004018,food,Patanjali Desi Ghee 1kg,discount_wala_store,0,4.5,137,140.24,350,-1.998,0.181,2,suspicious,train
PRD-004019,food,24 Mantra Organic Basmati Rice 5kg,trusted_seller_001,0,3.2,88,171.26,350,-1.702,0.351,4,suspicious,train
PRD-004020,food,Everest Garam Masala 100g,discount_wala_store,0,2.9,295,83.83,350,-2.535,0.182,3,suspicious,test
PRD-004021,food,India Gate Classic Basmati Rice 5kg,daily_deals_365,0,2.3,144,134.03,350,-2.057,0.428,1,suspicious,train
PRD-004022,food,Tetley Green Tea Lemon 50bags,store_24x7_india,0,3.6,345,89.14,350,-2.484,0.111,3,suspicious,train
PRD-004023,food,Amul Ghee Pure 1kg,best_price_hub,0,4.3,24,53.21,350,-2.827,0.621,3,suspicious,val
PRD-004024,food,MTR Gulab Jamun Mix 200g,original_only_india,0,2.7,304,104.45,350,-2.339,0.422,2,suspicious,val
PRD-004025,food,Haldiram's Soan Papdi 250g,daily_deals_365,0,3.8,281,56.7,350,-2.793,0.534,3,suspicious,train
PRD-004026,food,Bru Gold Instant Coffee 100g,quickbuy_india,0,3.2,372,145.04,350,-1.952,0.311,2,suspicious,train
PRD-004027,food,Tata Salt Lite Low Sodium 1kg,quickbuy_india,0,3.8,385,1204.27,350,8.136,0.348,3,suspicious,train
PRD-004028,food,Dawat Rozana Basmati Rice 5kg,online_bargains_in,0,3.3,11,142.3,350,-1.978,0.527,2,suspicious,test
PRD-004029,food,Fortune Sunflower Oil 5L,online_bargains_in,0,3.6,132,58.02,350,-2.781,0.376,4,suspicious,test
PRD-004030,food,Maggi Masala Noodles 12pk,best_price_hub,0,3.9,150,158.37,350,-1.825,0.104,3,suspicious,train
PRD-004031,food,Nescafe Classic Coffee 100g,original_only_india,0,2.6,320,93.27,350,-2.445,0.395,3,suspicious,train
PRD-004032,food,Tata Salt Lite Low Sodium 1kg,buy_now_india_2023,0,4.3,228,149.82,350,-1.906,0.171,2,suspicious,val
PRD-004033,food,Organic India Tulsi Green Tea 25bags,original_only_india,0,2.8,34,104.01,350,-2.343,0.33,3,suspicious,train
PRD-004034,food,Tata Sampann Moong Dal 1kg,cheap_products_bro,1,2.3,222,156.61,350,-1.842,0.321,2,suspicious,train
PRD-004035,food,Tata Salt Lite Low Sodium 1kg,trusted_seller_001,0,3.1,107,90.33,350,-2.473,0.607,1,suspicious,train
PRD-004036,food,Fortune Sunflower Oil 5L,shoppingkart_2024,1,3.4,149,120.96,350,-2.181,0.215,1,suspicious,train
PRD-004037,food,Britannia Good Day Cookies 600g,offer_zone_india,0,2.5,199,69.16,350,-2.675,0.112,3,suspicious,train
PRD-004038,food,Dawat Rozana Basmati Rice 5kg,store_24x7_india,1,2.2,50,114.29,350,-2.245,0.542,2,suspicious,train
PRD-004039,food,Tata Tea Premium 500g,discount_wala_store,1,2.2,33,123.45,350,-2.158,0.132,3,suspicious,train
PRD-004040,food,Knorr Soupy Noodles 66g,online_bargains_in,0,3.6,206,93.9,350,-2.439,0.6,1,suspicious,train
PRD-004041,food,Saffola Gold Refined Oil 2L,ecomm_deals_india,0,2.4,334,144.46,350,-1.958,0.138,3,suspicious,train
PRD-004042,food,Tata Sampann Moong Dal 1kg,best_price_hub,0,3.7,328,80.5,350,-2.567,0.411,3,suspicious,train
PRD-004043,food,Nescafe Classic Coffee 100g,premium_products_in,0,4.3,94,154.78,350,-1.859,0.169,2,suspicious,val
PRD-004044,food,Brooke Bond Red Label Tea 500g,daily_deals_365,0,3.5,63,164.36,350,-1.768,0.194,3,suspicious,train
PRD-004045,food,Aashirvaad Whole Wheat Flour 10kg,best_deals_india99,0,2.5,161,134.84,350,-2.049,0.278,2,suspicious,train
PRD-004046,food,Tata Tea Premium 500g,original_only_india,0,3.7,252,114.95,350,-2.239,0.304,2,suspicious,test
PRD-004047,food,Maggi Masala Noodles 12pk,ecomm_deals_india,0,2.5,37,153.69,350,-1.87,0.429,2,suspicious,train
PRD-004048,food,MDH Deggi Mirch Powder 100g,flashsale_hub,0,2.7,289,164.23,350,-1.769,0.63,2,suspicious,train
PRD-004049,food,Eastern Chicken Masala 50g,flashsale_hub,0,3.0,71,174.55,350,-1.671,0.313,3,suspicious,train
PRD-004050,food,Knorr Soupy Noodles 66g,best_deals_india99,0,3.2,17,157.32,350,-1.835,0.102,3,suspicious,train
PRD-004051,food,Tata Sampann Moong Dal 1kg,store_24x7_india,1,3.3,331,1579.91,350,11.713,0.641,2,suspicious,train
PRD-004052,food,Eastern Chicken Masala 50g,buy_direct_savings,0,3.4,274,157.48,350,-1.834,0.548,1,suspicious,train
PRD-004053,food,MDH Deggi Mirch Powder 100g,shoppingkart_2024,0,2.4,243,149.82,350,-1.906,0.501,1,suspicious,train
PRD-004054,food,Maggi Masala Noodles 12pk,best_price_hub,0,2.8,167,108.66,350,-2.298,0.108,2,suspicious,train
PRD-004055,food,Catch Biryani Masala 100g,buy_direct_savings,0,4.4,368,86.65,350,-2.508,0.331,4,suspicious,train
PRD-004056,food,Bru Gold Instant Coffee 100g,best_deals_india99,0,3.9,225,1539.21,350,11.326,0.454,2,suspicious,train
PRD-004057,food,Patanjali Desi Ghee 1kg,buy_now_india_2023,0,2.4,99,151.25,350,-1.893,0.432,2,suspicious,train
PRD-004058,food,Nescafe Classic Coffee 100g,trusted_seller_001,0,2.8,186,64.05,350,-2.723,0.294,3,suspicious,train
PRD-004059,food,MDH Deggi Mirch Powder 100g,buy_direct_savings,1,3.5,31,1718.56,350,13.034,0.594,3,suspicious,train
PRD-004060,food,Knorr Soupy Noodles 66g,quickbuy_india,0,2.3,278,2481.95,350,20.304,0.33,4,suspicious,val
PRD-004061,food,Haldiram's Soan Papdi 250g,original_only_india,0,3.0,261,1172.51,350,7.833,0.459,2,suspicious,test
PRD-004062,food,Britannia Good Day Cookies 600g,buy_now_india_2023,0,3.0,362,1245.52,350,8.529,0.448,2,suspicious,train
PRD-004063,food,Aashirvaad Whole Wheat Flour 10kg,cheap_products_bro,0,2.9,375,49.55,350,-2.861,0.62,2,suspicious,val
PRD-004064,food,Nendran Banana Chips 400g,buy_now_india_2023,0,3.8,156,161.01,350,-1.8,0.155,2,suspicious,val
PRD-004065,food,Amul Ghee Pure 1kg,best_deals_india99,1,2.3,386,149.04,350,-1.914,0.33,1,suspicious,test
PRD-004066,food,Tata Salt Lite Low Sodium 1kg,online_bargains_in,1,2.5,208,2429.29,350,19.803,0.536,2,suspicious,train
PRD-004067,food,Bru Gold Instant Coffee 100g,quickbuy_india,1,2.2,346,80.7,350,-2.565,0.405,1,suspicious,val
PRD-004068,food,Tata Salt Lite Low Sodium 1kg,trusted_seller_001,0,4.0,247,136.84,350,-2.03,0.153,3,suspicious,train
PRD-004069,food,India Gate Classic Basmati Rice 5kg,premium_products_in,0,2.4,159,157.01,350,-1.838,0.545,1,suspicious,test
PRD-004070,food,Knorr Soupy Noodles 66g,mega_sale_store99,1,4.0,290,1617.82,350,12.074,0.488,1,suspicious,val
PRD-004071,food,India Gate Classic Basmati Rice 5kg,offer_zone_india,0,3.5,376,57.23,350,-2.788,0.145,4,suspicious,train
PRD-004072,food,Eastern Chicken Masala 50g,best_price_hub,1,2.1,217,1575.62,350,11.673,0.219,3,suspicious,train
PRD-004073,food,MDH Deggi Mirch Powder 100g,flashsale_hub,1,4.4,123,1660.77,350,12.484,0.117,2,suspicious,train
PRD-004074,food,Fortune Chana Dal 1kg,cheap_products_bro,1,4.0,97,156.76,350,-1.84,0.52,0,suspicious,train
PRD-004075,food,Maggi Masala Noodles 12pk,buy_direct_savings,1,4.4,241,105.14,350,-2.332,0.228,2,suspicious,test
PRD-004076,food,Tata Salt Lite Low Sodium 1kg,ecomm_deals_india,1,2.6,195,119.01,350,-2.2,0.449,1,suspicious,train
PRD-004077,food,Britannia Good Day Cookies 600g,original_only_india,0,4.2,363,104.52,350,-2.338,0.387,2,suspicious,val
PRD-004078,food,Himalaya Pink Salt 1kg,store_24x7_india,0,3.9,354,1299.31,350,9.041,0.467,2,suspicious,test
PRD-004079,food,Knorr Soupy Noodles 66g,quickbuy_india,0,2.6,143,62.15,350,-2.741,0.166,3,suspicious,train
PRD-004080,food,Tetley Green Tea Lemon 50bags,original_only_india,0,2.0,204,71.91,350,-2.648,0.182,3,suspicious,train
PRD-004081,food,Fortune Chana Dal 1kg,cheap_products_bro,0,3.6,98,1108.65,350,7.225,0.42,2,suspicious,train
PRD-004082,food,Knorr Soupy Noodles 66g,cheap_products_bro,0,2.6,157,863.69,350,4.892,0.335,4,suspicious,train
PRD-004083,food,24 Mantra Organic Basmati Rice 5kg,best_deals_india99,0,2.2,105,84.83,350,-2.525,0.617,3,suspicious,train
PRD-004084,food,Haldiram's Soan Papdi 250g,shoppingkart_2024,0,2.5,191,85.07,350,-2.523,0.629,3,suspicious,train
PRD-004085,food,Everest Garam Masala 100g,premium_products_in,0,3.9,184,876.5,350,5.014,0.256,4,suspicious,train
PRD-004086,food,Tata Tea Premium 500g,shoppingkart_2024,1,4.2,355,87.57,350,-2.499,0.324,1,suspicious,train
PRD-004087,food,Nendran Banana Chips 400g,daily_deals_365,0,4.4,28,50.88,350,-2.849,0.434,3,suspicious,test
PRD-004088,food,Tata Salt Lite Low Sodium 1kg,store_24x7_india,1,3.5,385,50.95,350,-2.848,0.438,1,suspicious,train
PRD-004089,food,Tetley Green Tea Lemon 50bags,best_deals_india99,0,4.5,216,676.01,350,3.105,0.517,2,suspicious,test
PRD-004090,food,MTR Gulab Jamun Mix 200g,daily_deals_365,0,2.6,88,98.23,350,-2.398,0.26,3,suspicious,train
PRD-004091,food,Catch Biryani Masala 100g,trusted_seller_001,0,3.6,186,148.66,350,-1.918,0.604,1,suspicious,val
PRD-004092,food,Tetley Green Tea Lemon 50bags,cheap_products_bro,0,2.3,253,137.41,350,-2.025,0.6,1,suspicious,train
PRD-004093,food,Knorr Soupy Noodles 66g,discount_wala_store,0,2.6,141,62.25,350,-2.74,0.629,2,suspicious,train
PRD-004094,food,Maggi Masala Noodles 12pk,daily_deals_365,0,2.2,21,142.98,350,-1.972,0.534,2,suspicious,train
PRD-004095,food,Tata Salt Lite Low Sodium 1kg,shoppingkart_2024,0,2.7,360,89.38,350,-2.482,0.404,1,suspicious,train
PRD-004096,food,MDH Deggi Mirch Powder 100g,buy_direct_savings,0,2.7,192,163.36,350,-1.778,0.499,2,suspicious,train
PRD-004097,food,Tata Sampann Moong Dal 1kg,ecomm_deals_india,0,4.4,80,155.24,350,-1.855,0.519,2,suspicious,train
PRD-004098,food,Tetley Green Tea Lemon 50bags,trusted_seller_001,0,2.9,328,167.12,350,-1.742,0.591,1,suspicious,train
PRD-004099,food,Knorr Soupy Noodles 66g,daily_deals_365,0,4.3,56,99.87,350,-2.382,0.152,4,suspicious,train
